# =====================================================================
# threads_posts_queue.csv — Threads（@ai_store_lab）承認済み投稿キュー
# =====================================================================
# 作成: 2026-08-10
# 位置づけ: ゆうさんが一括承認済みの投稿文をストックし、Claude Codeが
#   scripts/threads_publish.js（公式Threads Graph API経由）で1日2〜3本
#   ペースで公開していくためのキュー。
#   ここに載っている文面は既にゆうさんの承認を得たものであり、
#   新規に生成した文面を無断で追加投稿することはない（CLAUDE.mdの
#   「投稿ごとの承認」を満たした状態でのみpendingから公開に進む）。
#
# 重複回避ルール:
#   既存のnote.com送客の予約投稿（餌-006〜011、毎日21:00固定）と同日に
#   ぶつけないよう、1日の合計投稿数が2〜3本を超えない日付を割り当てる。
#
# カラム定義:
#   id             : 一意ID（例: TQ-001）
#   related_wp_id  : 送客先WordPress記事のID
#   affiliate_program : 主なアフィリエイトプログラム
#   target_date    : 公開予定日（YYYY-MM-DD、既存note予約と衝突しない日を割当済み）
#   post_text      : 投稿本文（コピペ/自動投稿共用、URL含まず）
#   reply_url      : 1コメント目に貼るリンク
#   qa_score       : 自己採点（sns-post-quality-check基準・10点満点）
#   status         : approved（承認済み・公開待ち）/ published（公開済み）
#   published_url  : 公開後の投稿URL
#   published_at   : 公開日時
#
# 注意: 行頭が「#」の行はコメント。
#
#
#
#
id,related_wp_id,affiliate_program,target_date,post_text,reply_url,qa_score,status,published_url,published_at
TQ-012,WP-016,A8.net;もしもアフィリエイト,2026-08-14,確定申告、毎年「10万円控除」のままで終わらせていませんか。条件を4つ満たすだけで65万円控除に変わります。難しく見える複式簿記は、会計ソフトを使えば簿記ゼロでも対応できます。 / 👉 1コメント目のリンクから,https://treecosme.home.blog/2026/08/10/%e9%9d%92%e8%89%b2%e7%94%b3%e5%91%8a%e7%89%b9%e5%88%a5%e6%8e%a7%e9%99%a465%e4%b8%87%e5%86%86%e3%81%ae%e3%82%84%e3%82%8a%e6%96%b9%ef%bd%9c%e6%9d%a1%e4%bb%b6%e3%81%af4%e3%81%a4%e3%80%82%e4%bc%9a/,9,approved,,
TQ-013,WP-018,A8.net;もしもアフィリエイト,2026-08-14,「振込先の口座、もう一度教えてもらえますか？」のやりとり、ゼロにできます。請求書の7項目を押さえるだけで、送り返すやりとりが起きなくなります。インボイス対応の記載も含めてまとめました。 / 👉 1コメント目のリンクから,https://treecosme.home.blog/2026/08/10/%e5%80%8b%e4%ba%ba%e4%ba%8b%e6%a5%ad%e4%b8%bb%e3%81%ae%e8%ab%8b%e6%b1%82%e6%9b%b8%e3%81%ae%e6%9b%b8%e3%81%8d%e6%96%b9%ef%bd%9c%e5%bf%85%e9%a0%88%e9%a0%85%e7%9b%ae%e3%83%bb%e3%82%a4%e3%83%b3%e3%83%9c/,9,approved,,
TQ-014,WP-005,A8.net;もしもアフィリエイト,2026-08-15,弥生かマネーフォワードか、迷って決められていませんか。どちらも65万円控除に対応していますが、銀行連携の広さとサポートの手厚さで選ぶ人が変わります。個人事業主向けに違いをまとめました。 / 👉 1コメント目のリンクから,https://treecosme.home.blog/2026/08/07/%e5%80%8b%e4%ba%ba%e4%ba%8b%e6%a5%ad%e4%b8%bb%e3%81%ae%e4%bc%9a%e8%a8%88%e3%82%bd%e3%83%95%e3%83%88%e3%80%81%e5%bc%a5%e7%94%9f%e3%81%a8%e3%83%9e%e3%83%8d%e3%83%bc%e3%83%95%e3%82%a9%e3%83%af%e3%83%bc/,9,approved,,
TQ-015,WP-017,Amazonアソシエイト,2026-08-15,POSレジ・予約システム・会計クラウド、全部Wi-Fiがつながって初めて動きます。家庭用ルーターを店舗で使い続けると、接続台数と電波の安定性で限界が出ます。法人向けの選び方を3選でまとめました。 / 👉 1コメント目のリンクから,https://treecosme.home.blog/2026/08/10/%e5%ba%97%e8%88%97%e7%94%a8wi-fi%e3%83%ab%e3%83%bc%e3%82%bf%e3%83%bc%e3%81%ae%e9%81%b8%e3%81%b3%e6%96%b9%e3%81%a8%e3%81%8a%e3%81%99%e3%81%99%e3%82%813%e9%81%b8%ef%bd%9c%e6%9d%a5%e5%ae%a2%e7%94%a8/,9,approved,,
TQ-016,WP-019,Amazonアソシエイト,2026-08-15,「何かあってから」では遅い、でも工事費用が……というのが防犯カメラを後回しにする一番多い理由です。Wi-Fi設置・工事不要のモデルが1万円台で出ています。小規模店舗向け3選をまとめました。 / 👉 1コメント目のリンクから,https://treecosme.home.blog/2026/08/10/%e5%b0%8f%e8%a6%8f%e6%a8%a1%e5%ba%97%e8%88%97%e3%81%ae%e9%98%b2%e7%8a%af%e3%82%ab%e3%83%a1%e3%83%a9%e3%81%8a%e3%81%99%e3%81%99%e3%82%813%e9%81%b8%ef%bd%9c%e5%b7%a5%e4%ba%8b%e4%b8%8d%e8%a6%81%e3%81%aew/,9,approved,,
TQ-017,WP-020,もしもアフィリエイト,2026-08-16,初めてスタッフを雇うとき、何から手を付ければいいか分からない——という声が多いです。労災・雇用保険・給与計算、期限のある手続きをチェックリスト形式でまとめました。 / 👉 1コメント目のリンクから,https://treecosme.home.blog/2026/08/10/%e5%88%9d%e3%82%81%e3%81%a6%e3%82%b9%e3%82%bf%e3%83%83%e3%83%95%e3%82%92%e9%9b%87%e3%81%86%e3%81%a8%e3%81%8d%e3%81%ae%e5%8a%b4%e5%8b%99%e6%89%8b%e7%b6%9a%e3%81%8d%e3%83%81%e3%82%a7%e3%83%83%e3%82%af/,9,approved,,
TQ-018,WP-021,A8.net,2026-08-16,紙の契約書、郵送して返送待ち——その往復で1〜2週間消えていませんか。電子契約に変えると印紙代がなくなり、当日締結もできます。IT補助金対応のツールも紹介しています。 / 👉 1コメント目のリンクから,https://treecosme.home.blog/2026/08/10/%e9%9b%bb%e5%ad%90%e5%a5%91%e7%b4%84%e3%83%84%e3%83%bc%e3%83%ab%e3%81%af%e4%b8%ad%e5%b0%8f%e4%bc%81%e6%a5%ad%e3%81%93%e3%81%9d%e5%b0%8e%e5%85%a5%e4%be%a1%e5%80%a4%e3%81%8c%e5%a4%a7%e3%81%8d%e3%81%84/,9,approved,,
TQ-019,WP-022,A8.net,2026-08-16,施術中に電話が鳴って手を止める——予約型店舗に共通のストレスです。LINE予約システムを入れると、電話を取り逃がしても予約が入ります。業種別の活用例と導入手順をまとめました。 / 👉 1コメント目のリンクから,https://treecosme.home.blog/2026/08/10/%e5%ba%97%e8%88%97%e3%81%aeline%e4%ba%88%e7%b4%84%e3%82%b7%e3%82%b9%e3%83%86%e3%83%a0%e5%b0%8e%e5%85%a5%e3%82%ac%e3%82%a4%e3%83%89%ef%bd%9c%e9%9b%bb%e8%a9%b1%e4%ba%88%e7%b4%84%e3%81%ae%e5%8f%96/,9,approved,,
TQ-020,WP-002,もしもアフィリエイト,2026-08-17,「料金はいくらですか？」の問い合わせが多い業種では、見積もりシミュレーターを置くだけで対応コストが変わります。金額を自分で確認した上で問い合わせてくれる人だけが来るようになります。 / 👉 1コメント目のリンクから,https://treecosme.home.blog/2026/08/05/%e3%80%8c%e6%96%99%e9%87%91%e3%81%af%e3%81%84%e3%81%8f%e3%82%89%e3%81%a7%e3%81%99%e3%81%8b%ef%bc%9f%e3%80%8d%e5%af%be%e5%bf%9c%e3%80%81%e5%ba%97%e8%88%97%e3%81%af%e3%81%a9%e3%81%86%e6%b8%9b%e3%82%89/,9,approved,,
TQ-021,WP-011,Amazonアソシエイト,2026-08-17,"広告を出す前に、お店の外側から見直していますか。のぼり・POPスタンド・額縁フレーム——素通りを減らす小道具は1,000〜5,000円台で揃います。販促グッズ6選をまとめました。 / 👉 1コメント目のリンクから",https://treecosme.home.blog/2026/08/09/%e5%ba%83%e5%91%8a%e8%b2%bb%e3%82%92%e3%81%8b%e3%81%91%e3%82%8b%e5%89%8d%e3%81%ab%e3%80%82%e5%b0%8f%e3%81%95%e3%81%aa%e5%ba%97%e3%81%ae%e3%80%8c%e7%b4%a0%e9%80%9a%e3%82%8a%e3%81%95%e3%82%8c%e3%81%aa/,9,approved,,
TQ-022,WP-023,A8.net;もしもアフィリエイト,2026-08-17,白色申告でいいや、と思っていませんか。帳簿を付けるなら青色申告の控除と合わせて考えると、同じ手間で結果が変わります。初心者向けに何をどう記録するかをまとめました。 / 👉 1コメント目のリンクから,https://treecosme.home.blog/2026/08/10/%e5%80%8b%e4%ba%ba%e4%ba%8b%e6%a5%ad%e4%b8%bb%e3%81%ae%e5%b8%b3%e7%b0%bf%e3%81%ae%e4%bb%98%e3%81%91%e6%96%b9%ef%bd%9c%e5%88%9d%e5%bf%83%e8%80%85%e3%81%af%e3%80%8c3%e3%81%a4%e3%81%ae%e8%a8%98%e9%8c%b2/,9,approved,,
TQ-023,WP-024,A8.net;もしもアフィリエイト,2026-08-18,インボイス登録するべきか、しないべきか——免税事業者のうちに一度整理しておきたい判断基準をまとめました。登録後に変わる実務3点も説明しています。 / 👉 1コメント目のリンクから,https://treecosme.home.blog/2026/08/10/%e3%82%a4%e3%83%b3%e3%83%9c%e3%82%a4%e3%82%b9%e7%99%bb%e9%8c%b2%e3%81%af%e5%80%8b%e4%ba%ba%e4%ba%8b%e6%a5%ad%e4%b8%bb%e3%81%ab%e5%bf%85%e8%a6%81%e3%81%8b%ef%bd%9c%e5%88%a4%e6%96%ad%e3%81%ae%e5%88%86/,9,approved,,
TQ-024,WP-025,A8.net,2026-08-18,Googleマップで検索されたとき、あなたの店は表示されていますか。ビジネスプロフィールは無料で登録でき、地図への表示や口コミ管理の起点になります。登録手順と設定ポイントをまとめました。 / 👉 1コメント目のリンクから,https://treecosme.home.blog/2026/08/10/%e5%ba%97%e8%88%97%e3%81%aegoogle%e3%83%93%e3%82%b8%e3%83%8d%e3%82%b9%e3%83%97%e3%83%ad%e3%83%95%e3%82%a3%e3%83%bc%e3%83%ab%e7%99%bb%e9%8c%b2%e3%83%bb%e8%a8%ad%e5%ae%9a%e6%96%b9%e6%b3%95%ef%bd%9c/,9,approved,,
TQ-025,WP-010,Amazonアソシエイト,2026-08-18,ペーパータオル・ゴム手袋・アルコール、毎週コンビニで補充していませんか。単価の差は大きくなくても、年間で見ると消耗品代はまとまった額になります。業務用でまとめて買うべき9品をまとめました。 / 👉 1コメント目のリンクから,https://treecosme.home.blog/2026/08/09/小さな店の消耗品、amazonで「まとめ買い」すべきも/,9,approved,,
TQ-026,WP-003,A8.net,2026-08-19,「無料だから」で選んだPOSレジ、機能と手数料の組み合わせで損していませんか。決済手数料・在庫管理・顧客データ、何を優先するかで選ぶレジが変わります。業種別の選び方をまとめました。 / 👉 1コメント目のリンクから,https://treecosme.home.blog/2026/08/05/posレジ選びで失敗しないために｜美容室・飲食店/,9,approved,,
TQ-027,WP-007,もしもアフィリエイト,2026-08-19,シフトを作るたびに、スタッフに「何時から何時まで出られる？」と聞いて回っていませんか。勤怠アプリに切り替えると、集計だけでなくシフト作成の往復連絡も減ります。 / 👉 1コメント目のリンクから,https://treecosme.home.blog/2026/08/07/月末、スタッフ全員の勤務時間を電卓で足してい/,9,approved,,
TQ-028,WP-008,もしもアフィリエイト,2026-08-19,スタッフが辞めるたびに、保険の脱退手続き・源泉票の作成が発生します。採用・退職のたびに手続きが積み上がってくる段階が、労務を外注に出すサインです。 / 👉 1コメント目のリンクから,https://treecosme.home.blog/2026/08/07/スタッフを雇い始めた店の労務、自分でやる？外/,9,approved,,
TQ-029,WP-005,A8.net;もしもアフィリエイト,2026-08-20,「去年の申告書、どこ行ったっけ」が毎年起きているなら、クラウド会計ソフトに切り替えるだけで過去データがいつでも見られるようになります。弥生とマネーフォワード、使い勝手の違いをまとめました。 / 👉 1コメント目のリンクから,https://treecosme.home.blog/2026/08/07/個人事業主の会計ソフト、弥生とマネーフォワー/,9,approved,,
TQ-030,WP-016,A8.net;もしもアフィリエイト,2026-08-20,開業届を出したとき、青色申告の承認申請も出しましたか。出していない場合、今年の申告は10万円控除止まりになる可能性があります。来年に向けて今からできる準備をまとめました。 / 👉 1コメント目のリンクから,https://treecosme.home.blog/2026/08/10/%e9%9d%92%e8%89%b2%e7%94%b3%e5%91%8a%e7%89%b9%e5%88%a5%e6%8e%a7%e9%99%a465%e4%b8%87%e5%86%86%e3%81%ae%e3%82%84%e3%82%8a%e6%96%b9%ef%bd%9c%e6%9d%a1%e4%bb%b6%e3%81%af4%e3%81%a4%e3%80%82%e4%bc%9a/,9,approved,,
TQ-031,WP-006,A8.net,2026-08-20,予約システムやECを導入するとき、独自ドメインがないと設定できないケースがあります。後で取るより今のうちに取っておくほうが、メールアドレスも含めてまとめて整います。取得手順を1本にまとめました。 / 👉 1コメント目のリンクから,https://treecosme.home.blog/2026/08/07/店の独自ドメインを取るなら？お名前-comでの取得/,9,approved,,

TQ-032,WP-005,A8.net;もしもアフィリエイト,2026-08-21,去年の確定申告、領収書の山と電卓でギリギリまで格闘した人。 / 白色申告のままだと、青色の65万円控除を毎年まるごと逃しているかもしれません。 / 弥生とマネーフォワード、店舗オーナー目線でどっちを選ぶべきか整理しました。 / 👉 1コメント目のリンクから,https://ainetbiz.com/2026/08/07/個人事業主の会計ソフト、弥生とマネーフォワー/,9,approved,,
TQ-033,WP-002,楽天アフィリエイト,2026-08-21,「すみません、これ結局いくらになりますか？」 / この問い合わせ対応、施術中も閉店後も、地味に時間を奪われていませんか。 / 返信が遅れるほど予約は冷めていく。その二重の損失を止める2つの道を比べました。 / 👉 1コメント目のリンクから,https://ainetbiz.com/2026/08/05/「料金はいくらですか？」対応、店舗はどう減ら/,9,approved,,
TQ-034,WP-016,A8.net;もしもアフィリエイト,2026-08-21,「青色申告って難しそう」で毎年やらずにいる人へ。 / 65万円控除の条件は、実はたった4つ。 / そして一番むずかしそうな複式簿記は、会計ソフトがほぼ自動でやってくれます。 / 👉 1コメント目のリンクから,https://ainetbiz.com/2026/08/10/%e9%9d%92%e8%89%b2%e7%94%b3%e5%91%8a%e7%89%b9%e5%88%a5%e6%8e%a7%e9%99%a465%e4%b8%87%e5%86%86%e3%81%ae%e3%82%84%e3%82%8a%e6%96%b9%ef%bd%9c%e6%9d%a1%e4%bb%b6%e3%81%af4%e3%81%a4%e3%80%82%e4%bc%9a/,9,approved,,
TQ-035,WP-003,楽天アフィリエイト,2026-08-22,POSレジ、来てくれた1社の営業トークで決めていませんか。 / レジは一度入れると3〜5年もの。最初の選択を「なんとなく」にすると、割高な手数料を毎月払い続けることになります。 / 後悔しないための4つの確認ポイントをまとめました。 / 👉 1コメント目のリンクから,https://ainetbiz.com/2026/08/05/posレジ選びで失敗しないために｜美容室・飲食店/,9,approved,,
TQ-036,WP-025,Brain自社商品,2026-08-22,「地域名＋業種」で検索している人に、あなたの店は出てきますか。 / Googleビジネスプロフィールは、登録も運用も無料。 / 未登録だと、検索画面には競合店だけが並びます。今日30分で始められる手順をまとめました。 / 👉 1コメント目のリンクから,https://ainetbiz.com/2026/08/10/%e5%ba%97%e8%88%97%e3%81%aegoogle%e3%83%93%e3%82%b8%e3%83%8d%e3%82%b9%e3%83%97%e3%83%ad%e3%83%95%e3%82%a3%e3%83%bc%e3%83%ab%e7%99%bb%e9%8c%b2%e3%83%bb%e8%a8%ad%e5%ae%9a%e6%96%b9%e6%b3%95%ef%bd%9c/,9,approved,,
TQ-037,WP-010,楽天アフィリエイト,2026-08-22,「あ、また切れてる」 / 受付でお客様を待たせながらバックヤードでペーパーを探す、あの数分。 / 切らすと現場が止まる消耗品を、業種別に在庫化リストにまとめました。 / 👉 1コメント目のリンクから,https://ainetbiz.com/2026/08/09/小さな店の消耗品、amazonで「まとめ買い」すべきも/,9,approved,,
TQ-038,WP-011,楽天アフィリエイト;Brain自社商品,2026-08-23,「いい店なのに素通りされる」 / これは味や技術の問題じゃないことが多いです。通行人は店の前を3秒見て、入るか決めています。 / 広告費をかける前に、まず店頭で気づいてもらう。安価な販促グッズ3種を整理しました。 / 👉 1コメント目のリンクから,https://ainetbiz.com/2026/08/09/%e5%ba%83%e5%91%8a%e8%b2%bb%e3%82%92%e3%81%8b%e3%81%91%e3%82%8b%e5%89%8d%e3%81%ab%e3%80%82%e5%b0%8f%e3%81%95%e3%81%aa%e5%ba%97%e3%81%ae%e3%80%8c%e7%b4%a0%e9%80%9a%e3%82%8a%e3%81%95%e3%82%8c%e3%81%aa/,9,approved,,
TQ-039,WP-004,楽天アフィリエイト;Brain自社商品,2026-08-23,あなたの店の前を、今日も何百人が通り過ぎています。 / その中の未来のお客様に気づいてもらえるかは、看板しだい。 / 素通りされる看板と、立ち止まる看板の違いをまとめました。 / 👉 1コメント目のリンクから,https://ainetbiz.com/2026/08/05/a型看板、なんとなく選んでいませんか/,9,approved,,
TQ-040,WP-022,A8.net,2026-08-23,施術中に鳴った予約の電話、出られずにそのまま……。 / その1件は売上にならなかったという形でしか残らず、気づくことすらできません。 / 電話・手書き予約の取りこぼしを、LINE予約でどう拾うかをまとめました。 / 👉 1コメント目のリンクから,https://ainetbiz.com/2026/08/10/%e5%ba%97%e8%88%97%e3%81%aeline%e4%ba%88%e7%b4%84%e3%82%b7%e3%82%b9%e3%83%86%e3%83%a0%e5%b0%8e%e5%85%a5%e3%82%ac%e3%82%a4%e3%83%89%ef%bd%9c%e9%9b%bb%e8%a9%b1%e4%ba%88%e7%b4%84%e3%81%ae%e5%8f%96/,9,approved,,
TQ-041,WP-023,A8.net;もしもアフィリエイト,2026-08-24,「帳簿って簿記の知識がないと無理」と思っていませんか。 / 記録すべきものは、実は「売上・経費・お金の動き」の3つだけ。 / 初心者がつまずかない進め方を、ソフト選びまでまとめました。 / 👉 1コメント目のリンクから,https://ainetbiz.com/2026/08/10/%e5%80%8b%e4%ba%ba%e4%ba%8b%e6%a5%ad%e4%b8%bb%e3%81%ae%e5%b8%b3%e7%b0%bf%e3%81%ae%e4%bb%98%e3%81%91%e6%96%b9%ef%bd%9c%e5%88%9d%e5%bf%83%e8%80%85%e3%81%af%e3%80%8c3%e3%81%a4%e3%81%ae%e8%a8%98%e9%8c%b2/,9,approved,,
TQ-042,WP-HUB,複数,2026-08-24,開業を決めた瞬間から、やることが一気に増えます。 / 内装、集客、レジ、会計、人を雇えば労務まで。「何から手をつけるか」で迷って場当たり的になるのが一番もったいない。 / 揃えるツールを時系列で一望できる総まとめを作りました。 / 👉 1コメント目のリンクから,https://ainetbiz.com/2026/08/10/%e5%ba%97%e8%88%97%e3%82%aa%e3%83%bc%e3%83%8a%e3%83%bc%e3%81%8c%e9%96%8b%e6%a5%ad%e3%80%9c%e9%81%8b%e5%96%b6%e3%81%a7%e6%8f%83%e3%81%88%e3%82%8b%e3%83%84%e3%83%bc%e3%83%ab%e7%b7%8f%e3%81%be%e3%81%a8/,9,approved,,
TQ-043,WP-012,楽天アフィリエイト,2026-08-24,タブレットが手で支えたままで会計しづらい。バーコードがなかなか読み込めない。 / どれも致命的ではないけれど、毎日の会計のたびに小さなストレスになっていませんか。 / その数秒のイライラは1日何十回も起きています。3つの機器でまとめて解消する方法を整理しました。 / 👉 1コメント目のリンクから,https://ainetbiz.com/2026/08/10/%e3%83%ac%e3%82%b8%e5%91%a8%e3%82%8a%e3%81%ae%e5%9c%b0%e5%91%b3%e3%81%ab%e5%9b%b0%e3%82%8b%e3%82%92%e8%a7%a3%e6%b6%88%e3%81%99%e3%82%8b%e6%a9%9f%e5%99%a8%e3%81%be%e3%81%a8%e3%82%81%e3%80%90/,9,approved,,
TQ-044,WP-013,楽天アフィリエイト,2026-08-25,「同じメニューなのに、あの店の写真は美味しそうに見える」 / 差はカメラの性能じゃなくて、多くの場合は光です。 / スマホ1台でも、光を整えるだけで投稿の見え方が変わる。最初に揃えるべきグッズをまとめました。 / 👉 1コメント目のリンクから,https://ainetbiz.com/2026/08/10/%e3%82%b9%e3%83%9e%e3%83%9b1%e5%8f%b0%e3%81%a7%e9%81%b8%e3%81%b0%e3%82%8c%e3%82%8b%e6%8a%95%e7%a8%bf%e3%81%ab%e3%80%82%e7%89%a9%e6%92%ae%e3%82%8a%e3%83%bbsns%e6%99%82%e7%9f%ad%e3%82%b0%e3%83%83/,9,approved,,
TQ-045,WP-014,楽天アフィリエイト,2026-08-25,「AIって結局、パソコンの中の話でしょう？」 / ここ1〜2年で、AIは身につけて使うガジェットとしても実用段階に入りました。 / 周りがまだ使っていない今だからこそ、差がつきます。経営者が知っておきたい3アイテムを紹介します。 / 👉 1コメント目のリンクから,https://ainetbiz.com/2026/08/10/%e7%b5%8c%e5%96%b6%e8%80%85%e3%83%bb%e5%ba%97%e4%b8%bb%e3%81%8c%e4%bb%8a%e7%9f%a5%e3%81%a3%e3%81%a6%e3%81%8a%e3%81%8d%e3%81%9f%e3%81%84%e3%80%81%e6%9c%80%e5%85%88%e7%ab%afai%e3%82%a2%e3%82%a4%e3%83%86/,9,approved,,
